gid,srand,Primary,Secondary,Internal,Antisense
b0727,+,-1,[],[761335],"[760728, 761373]"
b0728,+,-1,[],[],[763404]
b0729,+,-1,[],[],"[763404, 763641]"
b0730,+,-1,[],[],[]
b0731,+,-1,[],[765522],[765122]
b0732,+,-1,[],"[767294, 767579, 767999, 768871, 769387]","[767876, 768424, 769494, 769739]"
b0734,+,-1,[],"[772282, 772421, 772426, 772643, 772693]",[772794]
b0735,+,-1,[],[],[773916]
b0737,+,-1,[],[],[775121]
b0738,+,-1,[],[],"[775121, 775425]"
b0739,+,-1,[],"[775684, 775897, 776552, 776696]",[]
b0741,+,-1,[],[778688],"[778206, 778259]"
b0752,+,-1,[],[],[]
b0753,+,-1,[],[],[]
b0756,+,-1,[],[],[]
b0757,+,-1,[],[],[]
b0758,+,-1,[],[],[]
b0760,+,-1,[],[],[]
b0761,+,-1,[],[],[]
b0765,+,-1,[],[],"[796078, 796367]"
b0766,+,-1,[],[],[]
b0767,+,-1,[],"[798132, 798451]","[797813, 798880]"
b0768,+,-1,[],[],[]
b0769,+,-1,[],[800120],[801101]
b0770,+,-1,[],"[801173, 802291]","[801101, 802015, 802099]"
b0772,+,-1,[],[],[]
b0773,+,-1,[],[],[]
b0774,+,-1,[],[],[]
b0776,+,-1,[],[],[810566]
b0777,+,-1,[],[810809],[]
b0778,+,-1,[],[811786],[]
b0780,+,-1,[],[],[]
b0782,+,-1,[],[817452],[817313]
b0783,+,-1,[],[818213],[]
b0785,+,-1,[],[818869],"[818669, 819053]"
b0788,+,-1,[],[],[]
b0789,+,-1,[],[],[]
b0790,+,-1,[],[],[]
b0794,+,-1,[],[],[]
b0795,+,-1,[],[],[]
b0796,+,-1,[],[],[]
b0798,+,-1,[],[],[]
b0800,+,-1,[],"[834920, 835180]","[835421, 835529]"
b0801,+,-1,[],[],"[835529, 836491]"
b0802,+,-1,[],[],[]
b0804,+,-1,[],[],[]
b0805,+,-1,[],[],[]
b0806,+,-1,[],[],[]
b0808,+,-1,[],[],[]
b0809,+,-1,[],[],[]
b0810,+,-1,[],[],[]
b0811,+,-1,[],[],[]
b0812,+,-1,[],[],[]
b0813,+,-1,[],[],[]
b0815,+,-1,[],[],[]
b4705,+,-1,[],[],[]
b0818,+,-1,[],[853216],[]
b0819,+,-1,[],[],[]
b0821,+,-1,[],[],[]
b0822,+,-1,[],[],[]
b0823,+,-1,[],[],[]
b0829,+,-1,[],[867420],[867371]
b0830,+,-1,[],"[868746, 869096, 870002]","[868736, 869393]"
b0832,+,-1,[],[],[871246]
b0840,+,-1,[],[],[]
b0845,+,-1,[],[],[]
b0847,+,-1,[],[],[]
b0849,+,-1,[],[],[]
b0851,+,-1,[],[890755],[]
b0856,+,-1,[],"[895944, 895967, 896056, 896271, 896273]",[]
b0860,+,-1,[],[],[]
b0863,+,-1,[],[],[]
b0864,+,-1,[],[],[]
b0865,+,-1,[],[],[]
b0868,+,-1,[],[],[]
b0869,+,-1,[],[],[]
b0870,+,-1,[],[],[]
b0874,+,-1,[],[],[]
b0875,+,-1,[],[],[]
b0877,+,-1,[],[],[]
b0878,+,-1,[],[919438],[919006]
b0880,+,-1,[],[],[]
b0884,+,-1,[],[],[]
b0885,+,-1,[],[],[]
b0887,+,-1,[],[],[]
b0895,+,-1,[],[],[943153]
b0896,+,-1,[],"[943676, 944041]",[]
b0900,+,-1,[],[],[]
b0901,+,-1,[],"[949221, 949407, 949457, 949475]",[948821]
b0902,+,-1,[],[],[]
b0903,+,-1,[],[],[]
b0905,+,-1,[],[],[]
b0918,+,-1,[],[],"[970135, 970866]"
b0920,+,-1,[],[],[]
b0922,+,-1,[],[974704],"[973474, 974190, 974583]"
b0924,+,-1,[],"[978474, 979743]","[978032, 980062, 980102]"
b0929,+,-1,[],[],[]
b0930,+,-1,[],[],[]
b0931,+,-1,[],[],[]
b0934,+,-1,[],[],[]
b0935,+,-1,[],[],[]
b0936,+,-1,[],[],[]
b0937,+,-1,[],[],[]
b0940,+,-1,[],[999235],"[998758, 999189, 999893, 999948]"
b0941,+,-1,[],"[1001109, 1001268, 1001680]",[1002191]
b0942,+,-1,[],[],[1002191]
b0943,+,-1,[],[],[1002871]
b0944,+,-1,[],"[1003179, 1003361, 1003626, 1003687]","[1003297, 1003693, 1003695, 1003941]"
b0947,+,-1,[],[],[]
b0949,+,-1,[],"[1009388, 1010080, 1010742, 1010884]","[1009378, 1011190]"
b0952,+,-1,[],"[1014198, 1014484]","[1014460, 1014663]"
b0954,+,-1,[],[],[]
b0955,+,-1,[],[],[]
b0958,+,-1,[],[],[]
b0960,+,-1,[],[],[]
b0962,+,-1,[],[],"[1023602, 1024235]"
b0967,+,-1,[],[],[]
b0969,+,-1,[],[],[]
b0970,+,-1,[],[],[]
b0971,+,-1,[],[],[]
b0973,+,-1,[],[],[1033255]
b0974,+,-1,[],[1034982],"[1034459, 1035076]"
b0979,+,-1,[],[1038694],[1038518]
b4592,+,-1,[],"[1039687, 1039706]",[]
b0981,+,-1,[],[],[]
b0982,+,-1,[],[],[]
b0983,+,-1,[],[],[]
b0984,+,-1,[],[],[]
b0986,+,-1,[],[],[]
b0987,+,-1,[],[],[]
b0988,+,-1,[],[],"[1049286, 1049733, 1049800]"
b0991,+,-1,[],"[1051169, 1051218]",[]
b0992,+,-1,[],[],[]
b0993,+,-1,[],[],[]
b0995,+,-1,[],[],[]
b0996,+,-1,[],[],"[1057395, 1057456, 1057595, 1057927]"
b0997,+,-1,[],[1060807],[1059798]
b0999,+,-1,[],[],[]
b1001,+,-1,[],[1063872],"[1063260, 1064449]"
b1006,+,-1,[],[],[]
b1009,+,-1,[],[],[]
b1010,+,-1,[],[],[]
b1014,+,-1,[],[],[]
b1018,+,-1,[],[1081773],[1082595]
b1019,+,-1,[],[1083196],[1082595]
b1023,+,-1,[],[],[]
b1024,+,-1,[],[],[]
b1026,+,-1,[],[],[]
b1027,+,-1,[],[],[]
b1029,+,-1,[],"[1095132, 1095241, 1095916]",[1094979]
b1035,+,-1,[],[],[1099410]
b1037,+,-1,[],[],[]
b1040,+,-1,[],[],[]
b1041,+,-1,[],[],[1103506]
b1042,+,-1,[],[1103907],[1104126]
b1045,+,-1,[],[1105515],"[1105067, 1105345]"
b1047,+,-1,[],[],[]
b1049,+,-1,[],"[1111074, 1111243]","[1110757, 1110934, 1111273, 1112662]"
b1050,+,-1,[],"[1112864, 1112866]",[]
b1053,+,-1,[],[],[]
b1054,+,-1,[],[],[]
b1059,+,-1,[],[],[]
b1061,+,-1,[],[],[]
b1062,+,-1,[],[],[]
b1063,+,-1,[],[],[]
b1064,+,-1,[],[],[]
b1065,+,-1,[],[],[]
b1067,+,-1,[],[],[1125569]
b1068,+,-1,[],[1126207],[1126461]
b1070,+,-1,[],[],[]
b1071,+,-1,[],[],[]
b1072,+,-1,[],[],[]
b1074,+,-1,[],[],"[1130849, 1131025]"
b1075,+,-1,[],[],[1131025]
b1076,+,-1,[],[],[1132318]
b1077,+,-1,[],[],[1133792]
b1079,+,-1,[],[],[1134930]
b1083,+,-1,[],[],"[1140112, 1140213]"
b1084,+,-1,[],[],[]
b1085,+,-1,[],[1143998],"[1143951, 1143985, 1144101]"
b1087,+,-1,[],[],[]
b4418,+,-1,[],"[1145813, 1145872]","[1145714, 1145923]"
b1091,+,-1,[],[],"[1147946, 1147969, 1148332]"
b1092,+,-1,[],"[1149409, 1149437]",[]
b1093,+,-1,[],"[1150157, 1150180, 1150552]","[1150577, 1150579]"
b1095,+,-1,[],"[1151796, 1152219]",[1151319]
b1099,+,-1,[],"[1155859, 1155861]",[1155920]
b1102,+,-1,[],[],[]
b1106,+,-1,[],"[1162558, 1162826, 1163108]",[]
b1110,+,-1,[],"[1167221, 1167258, 1167273]",[1166884]
b1111,+,-1,[],[],[]
b1114,+,-1,[],[],[]
b1117,+,-1,[],[],[1175843]
b1118,+,-1,[],"[1177233, 1177764]",[1177286]
b1120,+,-1,[],[1179376],[]
b1123,+,-1,[],[],[]
b1124,+,-1,[],[],[]
b1129,+,-1,[],[],[]
b1130,+,-1,[],[],[]
b1131,+,-1,[],[],[]
b1132,+,-1,[],[],[]
b1133,+,-1,[],[],[]
b1135,+,-1,[],[],[]
b1137,+,-1,[],[],[]
b1140,+,-1,[],[],[]
b1141,+,-1,[],[],[]
b1144,+,-1,[],[],[]
b1145,+,-1,[],[],[]
b1146,+,-1,[],[],"[1202156, 1202433]"
b1147,+,-1,[],[],"[1202433, 1202775, 1202912, 1203044, 1203131]"
b1148,+,-1,[],[],"[1203044, 1203131, 1203152]"
b1154,+,-1,[],[1207102],[1207318]
b1156,+,-1,[],[],[]
b1157,+,-1,[],[],[]
b1158,+,-1,[],[],"[1208967, 1209456]"
b1162,+,-1,[],[],[]
b1163,+,-1,[],[],[]
b1164,+,-1,[],[],[1215210]
b1165,+,-1,[],[],[1215210]
b1166,+,-1,[],[1215619],[]
b1167,+,-1,[],[1216196],[]
b4594,+,-1,[],[],[1222662]
b4521,+,-1,[],[1222877],[1222825]
b1174,+,-1,[],[],[]
b1175,+,-1,[],[],[]
b1176,+,-1,[],[],[]
b1178,+,-1,[],[],[]
b1184,+,-1,[],"[1230940, 1231555]",[]
b1185,+,-1,[],[],[]
b1186,+,-1,[],[],[]
b1191,+,-1,[],[],[]
b1192,+,-1,[],[],[]
b1197,+,-1,[],[],[]
b1198,+,-1,[],[],[]
b1202,+,-1,[],[],[]
b1203,+,-1,[],[],[]
b1204,+,-1,[],[],[]
b1205,+,-1,[],[],[1258110]
b1208,+,-1,[],[],[]
b1209,+,-1,[],[],[]
b1213,+,-1,[],[1266405],[1266387]
b1215,+,-1,[],"[1267847, 1267910, 1268173]","[1267354, 1267830]"
b4419,+,-1,[],[],[]
b4421,+,-1,[],[],[]
b4423,+,-1,[],[],[]
b1216,+,-1,[],[],[]
b1219,+,-1,[],[],[]
b1221,+,-1,[],[],[]
b1222,+,-1,[],[],[]
b1225,+,-1,[],[1282835],[]
b1227,+,-1,[],[],[1285747]
b1232,+,-1,[],[],[]
b1233,+,-1,[],[],[]
b1237,+,-1,[],[],[]
b4573,+,-1,[],[],[]
b1241,+,-1,[],[],[]
b1244,+,-1,[],[1301522],"[1301090, 1301161, 1301512]"
b1246,+,-1,[],[1303498],[1303561]
b1248,+,-1,[],[],[]
b1249,+,-1,[],[],[]
b1250,+,-1,[],[],[]
b1251,+,-1,[],[],[]
b1253,+,-1,[],[],[]
b1254,+,-1,[],[],[]
b1257,+,-1,[],[],[]
b1258,+,-1,[],[],[]
b1261,+,-1,[],[],[]
b1263,+,-1,[],[],[]
b1264,+,-1,[],[],[]
b1267,+,-1,[],[1322635],[1322729]
b1270,+,-1,[],[],[]
b1271,+,-1,[],[],[]
b4523,+,-1,[],[],[1333340]
b1277,+,-1,[],[],[]
b1283,+,-1,[],[],[]
b1285,+,-1,[],[],[]
b4672,+,-1,[],[1344879],[1344815]
b1286,+,-1,[],[],[]
b1287,+,-1,[],[],[]
b1288,+,-1,[],[],[]
b1289,+,-1,[],[],[]
b1290,+,-1,[],[],[]
b1291,+,-1,[],[],[]
b1293,+,-1,[],[],[]
b1294,+,-1,[],[],[]
b1296,+,-1,[],[],[]
b1298,+,-1,[],"[1359392, 1359691, 1359859]",[1359654]
b1300,+,-1,[],[1361677],[]
b1302,+,-1,[],[1364652],"[1363778, 1363814, 1364805]"
b1308,+,-1,[],[],[1367902]
b1314,+,-1,[],[],"[1374576, 1374609]"
b1315,+,-1,[],[1375442],[1375811]
b1316,+,-1,[],[],"[1375811, 1378074]"
b1317,+,-1,[],[],[1378074]
b4524,+,-1,[],[],[1379683]
b1319,+,-1,[],"[1380266, 1380769]",[]
b1320,+,-1,[],[],[]
b1322,+,-1,[],"[1383807, 1383813]",[1384597]
b1324,+,-1,[],[],[]
b1325,+,-1,[],[],[1386868]
b1326,+,-1,[],[],[]
b4525,+,-1,[],[],[]
b1327,+,-1,[],[],[]
b1330,+,-1,[],[],[]
b1333,+,-1,[],[],[]
b1334,+,-1,[],[],[]
b1336,+,-1,[],[],[]
b1337,+,-1,[],[],[]
b1338,+,-1,[],[],[]
b4426,+,-1,[],[],[]
b1341,+,-1,[],[],[]
b1344,+,-1,[],[],[]
b1345,+,-1,[],[],[]
b1346,+,-1,[],[],[]
b1347,+,-1,[],[],[]
b1348,+,-1,[],[],[]
b1349,+,-1,[],[],[]
b1350,+,-1,[],[],[]
b1351,+,-1,[],[],[]
b1355,+,-1,[],[],[]
b1357,+,-1,[],[],[1418620]
b1358,+,-1,[],[],[1418620]
b1359,+,-1,[],[],"[1419550, 1419593, 1419938]"
b1360,+,-1,[],[],[1419938]
b1362,+,-1,[],[],[1421757]
b1368,+,-1,[],"[1424701, 1425398]",[1424997]
b1370,+,-1,[],[],[]
b1372,+,-1,[],"[1428550, 1428885, 1429128, 1429156, 1429349, 1429367, 1429629]","[1428818, 1429046, 1430041]"
b1374,+,-1,[],[],[]
b1373,+,-1,[],[],[1431077]
b1378,+,-1,[],[],[]
b1379,+,-1,[],[],[]
b1380,+,-1,[],[],[]
b1382,+,-1,[],[1443758],[]
b1384,+,-1,[],[],[]
b1386,+,-1,[],[],[]
b1387,+,-1,[],[],[]
b1389,+,-1,[],[1452909],[1452960]
b1388,+,-1,[],[],[1452960]
b1391,+,-1,[],[],"[1453921, 1454058]"
b1393,+,-1,[],[],[1455745]
b1397,+,-1,[],[1459430],[1460142]
b1398,+,-1,[],"[1460158, 1461300, 1461409]","[1460142, 1460241, 1460243, 1461536]"
b1400,+,-1,[],[],[1462992]
b4674,+,-1,[],[],[]
b1402,+,-1,[],[],[]
b1403,+,-1,[],[],[]
b1408,+,-1,[],[1476014],[]
b1410,+,-1,[],"[1477605, 1477768, 1478474, 1478793, 1478891]",[1477114]
b1412,+,-1,[],[],[]
b1419,+,-1,[],"[1489728, 1489839]",[1489625]
b4428,+,-1,[],[],[]
b1420,+,-1,[],[],[]
b1422,+,-1,[],[],[]
b1428,+,-1,[],[],[]
b1430,+,-1,[],[1500070],[1499813]
b4578,+,-1,[],[],[]
b1433,+,-1,[],[],[]
b1436,+,-1,[],[],[]
b1438,+,-1,[],[1507739],[]
b1442,+,-1,[],"[1511934, 1512035, 1512250]",[]
b1444,+,-1,[],[1514983],"[1514316, 1515021]"
b4598,+,-1,[],[],[]
b1446,+,-1,[],[],[1515618]
b1447,+,-1,[],[],[]
b1451,+,-1,[],[],[]
b1453,+,-1,[],[],[]
b1456,+,-1,[],"[1527412, 1527557, 1527630, 1527915]","[1527461, 1527795, 1527895]"
b1461,+,-1,[],[1531172],"[1531283, 1531366]"
b1462,+,-1,[],[],[]
b1465,+,-1,[],[],[]
b1467,+,-1,[],[],[]
b1468,+,-1,[],[],[]
b1469,+,-1,[],[],[]
b1471,+,-1,[],[],[]
b1472,+,-1,[],[],[]
b1475,+,-1,[],[1548969],[]
b1476,+,-1,[],"[1549582, 1549852]",[]
b1477,+,-1,[],[],[]
b1478,+,-1,[],[],[]
b1479,+,-1,[],[],[]
b1481,+,-1,[],[],[]
b1485,+,-1,[],[],[]
b1487,+,-1,[],[],[]
b1488,+,-1,[],[],[]
b1489,+,-1,[],[],[]
b1490,+,-1,[],[],[]
b1491,+,-1,[],[],[]
b1492,+,-1,[],[],[]
b1493,+,-1,[],[],[]
b1494,+,-1,[],[],[]
b1495,+,-1,[],[],[]
b1496,+,-1,[],[],[]
b1497,+,-1,[],[],[]
b1498,+,-1,[],[],[]
b1501,+,-1,[],[],[]
b1502,+,-1,[],[],[]
b1503,+,-1,[],[],[]
b1504,+,-1,[],[],[]
b1505,+,-1,[],[],[]
b1508,+,-1,[],[],[]
b4696,+,-1,[],[],[]
b1511,+,-1,[],[],[]
b1512,+,-1,[],[],[]
b1514,+,-1,[],[1601961],"[1600992, 1601904, 1602118]"
b1517,+,-1,[],[1604383],"[1604112, 1604132, 1604138, 1605064]"
b1518,+,-1,[],[],"[1605064, 1605320]"
b1520,+,-1,[],[],[]
b1522,+,-1,[],[],[]
b1523,+,-1,[],[],[]
b1525,+,-1,[],[],[]
b1529,+,-1,[],[],[]
b1531,+,-1,[],[],[1617544]
b1532,+,-1,[],[1618223],[1618201]
b1533,+,-1,[],[],[]
b4698,+,-1,[],[],[]
b1535,+,-1,[],[],[]
b1537,+,-1,[],"[1622854, 1623022]",[1623389]
b1538,+,-1,[],[],[]
b4600,+,-1,[],[],[]
b1546,+,-1,[],[],[]
b1547,+,-1,[],[],[]
b4533,+,-1,[],[],[1635079]
b1551,+,-1,[],[],[]
b1552,+,-1,[],[],[]
b1553,+,-1,[],[],[]
b4689,+,-1,[],[],[]
b1554,+,-1,[],[],[]
b1559,+,-1,[],[],[]
b1560,+,-1,[],[],[]
b1563,+,-1,[],[],[]
b1565,+,-1,[],[],"[1644097, 1644259, 1644264]"
b1567,+,-1,[],[],[]
b1568,+,-1,[],[],[]
b1570,+,-1,[],[],"[1645949, 1645962, 1646352]"
b1572,+,-1,[],[],[1646767]
b1573,+,-1,[],[],"[1646767, 1646991, 1647154]"
b1577,+,-1,[],[1648783],[]
b1579,+,-1,[],"[1649903, 1650139]","[1649677, 1649886, 1650064, 1650328]"
b1580,+,-1,[],[],[]
b1581,+,-1,[],[],[]
b1582,+,-1,[],[],[]
b1584,+,-1,[],"[1654240, 1654361, 1654479]",[1654769]
b1585,+,-1,[],[],[]
b1588,+,-1,[],"[1659874, 1659918, 1659924, 1660131]","[1658506, 1659545, 1659973, 1660502, 1660783, 1660785, 1660826, 1661083]"
b1589,+,-1,[],[1661369],[1661083]
b1593,+,-1,[],[],[]
b1594,+,-1,[],[],[]
b1595,+,-1,[],[],[]
b4601,+,-1,[],[],[1669891]
b1600,+,-1,[],[],[]
b1603,+,-1,[],[],[]
b1607,+,-1,[],[],[]
b1609,+,-1,[],[1680949],"[1681284, 1681830]"
b1611,+,-1,[],[],[]
b1612,+,-1,[],[],[]
b1616,+,-1,[],[],[]
b1617,+,-1,[],[],[]
b1618,+,-1,[],[],[]
b1619,+,-1,[],[],[]
b1624,+,-1,[],[],[]
b1628,+,-1,[],[1704526],[]
b1629,+,-1,[],[1704982],"[1706155, 1706508]"
b1630,+,-1,[],"[1707661, 1707817]",[]
b1632,+,-1,[],[],[1709067]
b1633,+,-1,[],"[1709777, 1709817]","[1709975, 1709981]"
b1637,+,-1,[],[],[]
b1638,+,-1,[],[],[]
b1639,+,-1,[],[],[]
b1640,+,-1,[],[],[]
b1642,+,-1,[],[],[]
b1645,+,-1,[],"[1720271, 1720751, 1721111, 1721443]","[1721155, 1721157, 1721235, 1722158]"
b1648,+,-1,[],[],[]
b1654,+,-1,[],[],[]
b4602,+,-1,[],[],[]
b1660,+,-1,[],"[1738672, 1738886]","[1737851, 1737921, 1738146, 1738148]"
b1667,+,-1,[],[],[1745107]
b1671,+,-1,[],[],[]
b1672,+,-1,[],[],[]
b1673,+,-1,[],[],[]
b1675,+,-1,[],[],[]
b1678,+,-1,[],[],[]
b1679,+,-1,[],[],[]
b1680,+,-1,[],[],[]
b1681,+,-1,[],[],[]
b1682,+,-1,[],[],[]
b1683,+,-1,[],[],[]
b1685,+,-1,[],[],[]
b1687,+,-1,[],[],[]
b1690,+,-1,[],[1769218],[1769373]
b1692,+,-1,[],[1772595],[1772466]
b1694,+,-1,[],[1774025],[]
b1695,+,-1,[],[1776332],"[1775495, 1775842]"
b1696,+,-1,[],[],[]
b1697,+,-1,[],[],"[1777640, 1777693]"
b1698,+,-1,[],"[1779065, 1779293]",[]
b1701,+,-1,[],"[1781212, 1782577]","[1781260, 1781744, 1781913, 1782231, 1782400, 1782650, 1782745]"
b1702,+,-1,[],[],[]
b1706,+,-1,[],[],[]
b1707,+,-1,[],[],[]
b1708,+,-1,[],[],[]
b1709,+,-1,[],[],[]
b1710,+,-1,[],[],[]
b1711,+,-1,[],[],[]
b1712,+,-1,[],[],[]
b1715,+,-1,[],[],[]
b1717,+,-1,[],[],[]
b1719,+,-1,[],[],[]
b4494,+,-1,[],[],[1802226]
b1722,+,-1,[],[],[]
b1726,+,-1,[],[],[]
b1730,+,-1,[],[],[]
b1734,+,-1,[],[],[]
b1737,+,-1,[],[],[]
b1742,+,-1,[],[],[]
b1744,+,-1,[],[],[]
b1746,+,-1,[],[],[]
b1747,+,-1,[],[],[]
b1748,+,-1,[],[],[]
b1752,+,-1,[],[1833335],[]
b1755,+,-1,[],[1836717],[]
b1758,+,-1,[],[],[]
b1762,+,-1,[],[],[]
b1763,+,-1,[],[],[]
b1765,+,-1,[],[],[]
b1769,+,-1,[],[],[]
b1770,+,-1,[],[],[]
b1771,+,-1,[],[],[]
b1772,+,-1,[],[],[]
b1775,+,-1,[],[],[]
b1777,+,-1,[],[],[]
b1778,+,-1,[],[],[]
b1780,+,-1,[],"[1861948, 1862462, 1862636]","[1862363, 1862850]"
b1781,+,-1,[],[],[]
b1785,+,-1,[],"[1869288, 1869295]","[1868360, 1869120, 1869214]"
b1791,+,-1,[],[1874016],"[1873622, 1874897]"
b1792,+,-1,[],[],"[1874897, 1875103, 1875127, 1875273]"
b1793,+,-1,[],[],[]
b4676,+,-1,[],[1876806],[1876840]
b1795,+,-1,[],[],[]
b1798,+,-1,[],[],[]
b1799,+,-1,[],[],[]
b1803,+,-1,[],"[1884541, 1884658, 1884798]","[1883991, 1884739]"
b1804,+,-1,[],[],[]
b1805,+,-1,[],[],[]
b1806,+,-1,[],[],[]
b1808,+,-1,[],[],[]
b1811,+,-1,[],[],[]
b1813,+,-1,[],[1894742],"[1894154, 1894767]"
b1818,+,-1,[],"[1901226, 1901625]","[1901102, 1901134, 1901336, 1901927]"
b1822,+,-1,[],[],[]
b1823,+,-1,[],[],[]
b1824,+,-1,[],[],[]
b1825,+,-1,[],[],[]
b1826,+,-1,[],[],[]
b4536,+,-1,[],[1907180],"[1907227, 1907241]"
b1827,+,-1,[],[],[]
b1830,+,-1,[],[],[]
b1831,+,-1,[],[],[]
b1832,+,-1,[],[],[]
b1838,+,-1,[],[],[]
b4433,+,-1,[],[],[]
b1839,+,-1,[],[],[]
b1840,+,-1,[],[],[]
b1845,+,-1,[],[],[]
b1846,+,-1,[],[],[]
b1847,+,-1,[],[],[]
b1848,+,-1,[],[],[]
b1852,+,-1,[],[],[]
b1855,+,-1,[],[],[]
b1856,+,-1,[],[],[]
b1857,+,-1,[],[],[]
b1861,+,-1,[],[],[]
b4677,+,-1,[],[],[]
b1862,+,-1,[],[],[1944576]
b1863,+,-1,[],[],[]
b1864,+,-1,[],[],[]
b1866,+,-1,[],[],[]
b1872,+,-1,[],[],[]
b1873,+,-1,[],[],[]
b1876,+,-1,[],"[1958503, 1959650]",[1958006]
b1877,+,-1,[],[1960026],"[1960055, 1960133, 1960390]"
b1884,+,-1,[],[],[]
b1885,+,-1,[],[],[]
b1886,+,-1,[],[],[]
b1888,+,-1,[],[],[]
b1889,+,-1,[],[],[]
b1890,+,-1,[],[],[]
b1891,+,-1,[],[],[]
b1892,+,-1,[],[],[]
b1893,+,-1,[],[],[]
b1894,+,-1,[],[],[]
b1896,+,-1,[],[],[]
b1897,+,-1,[],[],[]
b4460,+,-1,[],[],[]
b1900,+,-1,[],[],[]
b1901,+,-1,[],[],[]
b4537,+,-1,[],[],[]
b4663,+,-1,[],[],[]
b1907,+,-1,[],[1988371],[]
b1913,+,-1,[],[],[]
b1914,+,-1,[],[],[]
b1916,+,-1,[],[],[]
b1917,+,-1,[],[],[]
b1918,+,-1,[],[],[]
b1919,+,-1,[],[],[]
b1920,+,-1,[],[],[]
b1921,+,-1,[],[],[]
b1922,+,-1,[],[],[]
b1923,+,-1,[],[],[]
b1925,+,-1,[],[],[2003790]
b1926,+,-1,[],[],[2003790]
b1930,+,-1,[],"[2007539, 2007655]","[2007638, 2007772]"
b1932,+,-1,[],[2008754],[]
b4495,+,-1,[],[],[]
b1936,+,-1,[],[],[2010633]
b1945,+,-1,[],[],[2018087]
b1950,+,-1,[],[],"[2021162, 2021539, 2021759]"
b1952,+,-1,[],[],[]
b1955,+,-1,[],"[2023546, 2024021]",[2024039]
b1956,+,-1,[],[],[]
b1957,+,-1,[],[],[]
b1960,+,-1,[],[],[]
b1961,+,-1,[],[],[]
b1962,+,-1,[],[],[]
b4603,+,-1,[],[2031702],[]
b4496,+,-1,[],"[2032159, 2032421, 2032865]","[2032044, 2033222, 2033245]"
b1968,+,-1,[],[],[]
b1969,+,-1,[],[],[]
b1970,+,-1,[],[],"[2037306, 2037442, 2037480]"
b1971,+,-1,[],"[2037773, 2037895]","[2037442, 2037480]"
b1973,+,-1,[],[2039697],"[2039347, 2039360, 2040078]"
b1974,+,-1,[],[2040839],[2040485]
b1975,+,-1,[],[],[]
b1978,+,-1,[],"[2043619, 2047208, 2047458, 2047660, 2049325, 2049556, 2050035]","[2043541, 2043649, 2043653, 2044018, 2044917, 2045595, 2046340, 2046782, 2047188, 2047193, 2048643, 2049443, 2049638, 2049978, 2050012]"
b4497,+,-1,[],[],[]
b1985,+,-1,[],[],[]
b1987,+,-1,[],[],[]
b1990,+,-1,[],[],[]
b1991,+,-1,[],[],[]
b1993,+,-1,[],[],[]
b4640,+,-1,[],[],[]
b1996,+,-1,[],[],[]
b1997,+,-1,[],[],[]
b4435,+,-1,[],[2069342],[]
b2004,+,-1,[],[],"[2075491, 2075552]"
b2005,+,-1,[],[],[2075552]
b2006,+,-1,[],[2076002],[2076101]
b2008,+,-1,[],[],[]
b2009,+,-1,[],[],[]
b2010,+,-1,[],[],[]
b2013,+,-1,[],[],[]
b2014,+,-1,[],[],[]
b4678,+,-1,[],[],[]
b2015,+,-1,[],[],[]
b2016,+,-1,[],[],[]
b4539,+,-1,[],[],[]
b2017,+,-1,[],[],[]
b2019,+,-1,[],"[2088317, 2088368, 2088387]",[2088390]
b2020,+,-1,[],[2089632],[2090046]
b2021,+,-1,[],"[2091147, 2091388]",[]
b2025,+,-1,[],[],[2094631]
b2026,+,-1,[],[2094649],[2094631]
b2027,+,-1,[],[],[]
b2028,+,-1,[],[],[]
b2029,+,-1,[],[],[]
b4571,+,-1,[],[],[]
b2030,+,-1,[],[],[]
b2033,+,-1,[],[],[]
b2034,+,-1,[],[],[]
b2035,+,-1,[],[],[]
b2036,+,-1,[],[],[]
b2037,+,-1,[],[],[]
b2038,+,-1,[],[],[]
b2039,+,-1,[],[],[]
b2040,+,-1,[],[],[]
b2041,+,-1,[],[],[]
b2042,+,-1,[],[],[]
b2043,+,-1,[],[],[]
b2044,+,-1,[],[],[]
b2046,+,-1,[],[],[]
b2047,+,-1,[],[],[]
b2048,+,-1,[],[],[]
b2049,+,-1,[],[],[]
b2050,+,-1,[],[],[]
b2051,+,-1,[],[],[]
b2052,+,-1,[],[],[]
b2053,+,-1,[],[],[]
b2054,+,-1,[],[],[]
b2057,+,-1,[],[],[]
b2060,+,-1,[],[],[]
b2061,+,-1,[],[],[]
b2064,+,-1,[],[],[]
b2065,+,-1,[],[],[]
b2066,+,-1,[],[],[]
b2070,+,-1,[],[],[]
b2073,+,-1,[],[],[]
b4667,+,-1,[],[],[]
b4668,+,-1,[],[],[]
b2075,+,-1,[],[2155003],"[2154301, 2156039]"
b2076,+,-1,[],"[2156861, 2157689, 2158687, 2159158]","[2157244, 2158792, 2159139]"
b2077,+,-1,[],[2159725],[2160857]
b2078,+,-1,[],"[2161049, 2161769, 2162220, 2162270]","[2160857, 2161578, 2162289]"
b2082,+,-1,[],[],[]
b2083,+,-1,[],[],[]
b2085,+,-1,[],[],[]
b4498,+,-1,[],[],[]
b2089,+,-1,[],[2169361],[2169284]
b2091,+,-1,[],[],[]
b2092,+,-1,[],[],[]
b2093,+,-1,[],[],[]
b2094,+,-1,[],[],[]
b2096,+,-1,[],[],[]
b2097,+,-1,[],[],[]
