#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_021352.1",1669668,1670135,"-",69621919,,"C629_RS07905","WP_003858666.1",155,"MULTISPECIES: universal stress protein"
"chromosome","NC_021352.1",1676481,1677791,"+",69621923,,"C629_RS07925","WP_003856302.1",436,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1677803,1678789,"+",69621924,,"C629_RS07930","WP_003856299.1",328,"MULTISPECIES: HAD-IIA family hydrolase"
"chromosome","NC_021352.1",1678793,1678957,"+",69621925,,"C629_RS07935","WP_003856298.1",54,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1678999,1679820,"+",69621926,,"C629_RS07940","WP_003856296.1",273,"MULTISPECIES: TlyA family rRNA (cytidine-2\\'-O)-methyltransferase"
"chromosome","NC_021352.1",1679820,1680782,"+",69621927,,"C629_RS07945","WP_003856294.1",320,"MULTISPECIES: NAD kinase"
"chromosome","NC_021352.1",1680864,1682645,"+",69621928,"recN","C629_RS07950","WP_003856291.1",593,"MULTISPECIES: DNA repair protein RecN"
"chromosome","NC_021352.1",1682705,1683898,"+",69621929,,"C629_RS07955","WP_003856287.1",397,"MULTISPECIES: putative cytokinetic ring protein SteA"
"chromosome","NC_021352.1",1683908,1684873,"+",69621930,,"C629_RS07960","WP_003856283.1",321,"MULTISPECIES: copper transporter"
"chromosome","NC_021352.1",1685275,1686939,"+",69621931,,"C629_RS07965","WP_003856281.1",554,"MULTISPECIES: CTP synthase"
"chromosome","NC_021352.1",1686955,1687626,"+",69621932,,"C629_RS07970","WP_003856279.1",223,"MULTISPECIES: NUDIX hydrolase"
"chromosome","NC_021352.1",1687623,1688537,"+",69621933,"xerD","C629_RS07975","WP_003856277.1",304,"MULTISPECIES: site-specific tyrosine recombinase XerD"
"chromosome","NC_021352.1",1688554,1690086,"-",69621934,,"C629_RS07980","WP_003856275.1",510,"ATP-binding cassette domain-containing protein"
"chromosome","NC_021352.1",1690538,1691410,"+",69621935,,"C629_RS07985","WP_003856274.1",290,"MULTISPECIES: ParA family protein"
"chromosome","NC_021352.1",1691495,1692460,"+",69621936,,"C629_RS07990","WP_003856272.1",321,"MULTISPECIES: segregation/condensation protein A"
"chromosome","NC_021352.1",1692670,1693233,"-",69621937,,"C629_RS07995","WP_003856271.1",187,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NC_021352.1",1693472,1694341,"+",69621938,,"C629_RS08000","WP_003856270.1",289,"sulfurtransferase"
"chromosome","NC_021352.1",1694363,1694941,"+",69621939,"scpB","C629_RS08005","WP_003856269.1",192,"MULTISPECIES: SMC-Scp complex subunit ScpB"
"chromosome","NC_021352.1",1695041,1696003,"+",69621940,,"C629_RS08010","WP_003856268.1",320,"MULTISPECIES: rRNA pseudouridine synthase"
"chromosome","NC_021352.1",1696000,1696710,"+",69621941,"cmk","C629_RS08015","WP_003856267.1",236,"MULTISPECIES: (d)CMP kinase"
"chromosome","NC_021352.1",1696725,1698338,"+",69621942,"der","C629_RS08020","WP_173328343.1",537,"MULTISPECIES: ribosome biogenesis GTPase Der"
"chromosome","NC_021352.1",1698421,1699089,"-",69621943,,"C629_RS08025","WP_003856265.1",222,"MULTISPECIES: pentapeptide repeat-containing protein"
"chromosome","NC_021352.1",1699164,1699664,"-",69621944,,"C629_RS08030","WP_003856264.1",166,"MULTISPECIES: GyrI-like domain-containing protein"
"chromosome","NC_021352.1",1699676,1700491,"-",69621945,,"C629_RS08035","WP_034982662.1",271,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NC_021352.1",1700764,1702131,"+",69621946,,"C629_RS08040","WP_003856261.1",455,"MULTISPECIES: ABC transporter ATP-binding protein/permease"
"chromosome","NC_021352.1",1702152,1703897,"+",69621947,,"C629_RS08045","WP_003856260.1",581,"MULTISPECIES: ABC transporter ATP-binding protein/permease"
"chromosome","NC_021352.1",1703936,1704742,"+",69621948,"zupT","C629_RS08050","WP_003856259.1",268,"MULTISPECIES: zinc transporter ZupT"
"chromosome","NC_021352.1",1704739,1706289,"-",69621949,,"C629_RS08055","WP_031512182.1",516,"MULTISPECIES: sodium:proton antiporter"
"chromosome","NC_021352.1",1707134,1707523,"-",69621951,,"C629_RS08070","WP_003856256.1",129,"MULTISPECIES: YchJ family protein"
"chromosome","NC_021352.1",1707525,1708664,"-",69621952,,"C629_RS08075","WP_003856255.1",379,"MULTISPECIES: bifunctional alpha/beta hydrolase/OsmC family protein"
"chromosome","NC_021352.1",1708899,1711190,"+",69621953,"secA2","C629_RS08080","WP_003856254.1",763,"accessory Sec system translocase SecA2"
"chromosome","NC_021352.1",1711330,1711761,"+",69621954,,"C629_RS08085","WP_003856253.1",143,"MULTISPECIES: FHA domain-containing protein"
"chromosome","NC_021352.1",1711919,1712677,"+",69621955,,"C629_RS08090","WP_003856252.1",252,"MULTISPECIES: MerR family transcriptional regulator"
"chromosome","NC_021352.1",1712686,1713321,"+",69621956,,"C629_RS08095","WP_003856250.1",211,"MULTISPECIES: bifunctional nuclease family protein"
"chromosome","NC_021352.1",1713530,1714075,"+",69621957,,"C629_RS08100","WP_031512179.1",181,"MULTISPECIES: MerR family transcriptional regulator"
"chromosome","NC_021352.1",1714158,1714670,"-",69621958,,"C629_RS08105","WP_003856246.1",170,"MULTISPECIES: DUF1707 domain-containing protein"
"chromosome","NC_021352.1",1714778,1716169,"-",69621959,,"C629_RS08110","WP_003856243.1",463,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1716294,1717142,"-",69621960,,"C629_RS08115","WP_020309556.1",282,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1717199,1718263,"-",69621961,,"C629_RS08120","WP_003856239.1",354,"MULTISPECIES: hemolysin family protein"
"chromosome","NC_021352.1",1718260,1719642,"-",69621962,,"C629_RS08125","WP_003856238.1",460,"MULTISPECIES: hemolysin family protein"
"chromosome","NC_021352.1",1719713,1721059,"-",69621963,,"C629_RS08130","WP_003856236.1",448,"MULTISPECIES: DEAD/DEAH box helicase"
"chromosome","NC_021352.1",1721215,1721952,"+",69621964,,"C629_RS08135","WP_003856234.1",245,"MULTISPECIES: siderophore-interacting protein"
"chromosome","NC_021352.1",1722067,1723521,"-",69621965,"gndA","C629_RS08140","WP_003856232.1",484,"MULTISPECIES: NADP-dependent phosphogluconate dehydrogenase"
"chromosome","NC_021352.1",1723662,1724126,"+",69621966,,"C629_RS08145","WP_003856231.1",154,"MULTISPECIES: PaaI family thioesterase"
"chromosome","NC_021352.1",1724144,1724728,"+",69621967,,"C629_RS08150","WP_003856229.1",194,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NC_021352.1",1724770,1725513,"+",69621968,,"C629_RS08155","WP_020309557.1",247,"ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",1725510,1726253,"+",69621969,,"C629_RS08160","WP_003856226.1",247,"MULTISPECIES: ABC transporter permease"
"chromosome","NC_021352.1",1726255,1727130,"-",69621970,,"C629_RS08165","WP_003856224.1",291,"MULTISPECIES: MurR/RpiR family transcriptional regulator"
"chromosome","NC_021352.1",1727108,1727956,"-",69621971,"phnE","C629_RS08170","WP_003856222.1",282,"MULTISPECIES: phosphonate ABC transporter, permease protein PhnE"
"chromosome","NC_021352.1",1727953,1728759,"-",69621972,"phnE","C629_RS08175","WP_003856220.1",268,"MULTISPECIES: phosphonate ABC transporter, permease protein PhnE"
"chromosome","NC_021352.1",1728756,1729562,"-",69621973,"phnC","C629_RS08180","WP_003856218.1",268,"MULTISPECIES: phosphonate ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",1730692,1731351,"-",69621975,,"C629_RS08190","WP_230471393.1",219,"MULTISPECIES: HAD family hydrolase"
"chromosome","NC_021352.1",1731549,1733840,"-",69621976,,"C629_RS08195","WP_003856213.1",763,"MULTISPECIES: bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"
"chromosome","NC_021352.1",1733848,1734654,"-",69621977,"thiM","C629_RS08200","WP_003856212.1",268,"MULTISPECIES: hydroxyethylthiazole kinase"
"chromosome","NC_021352.1",1734883,1736286,"-",69621978,,"C629_RS08205","WP_003856211.1",467,"MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase"
"chromosome","NC_021352.1",1736708,1738024,"+",69621979,,"C629_RS08210","WP_003856209.1",438,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NC_021352.1",1738036,1739424,"-",69621980,,"C629_RS08215","WP_003856206.1",462,"MULTISPECIES: MHS family MFS transporter"
"chromosome","NC_021352.1",1739696,1740172,"-",69621981,,"C629_RS08220","WP_003856205.1",158,"MULTISPECIES: phosphoribosyltransferase"
"chromosome","NC_021352.1",1740513,1741085,"+",69621982,,"C629_RS08225","WP_003856204.1",190,"MULTISPECIES: manganese efflux pump MntP family protein"
"chromosome","NC_021352.1",1741135,1742133,"+",69621983,,"C629_RS08230","WP_003856203.1",332,"MULTISPECIES: arsenic resistance protein"
"chromosome","NC_021352.1",1742201,1742686,"+",69621984,,"C629_RS08235","WP_003856202.1",161,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1743307,1743972,"+",69621985,,"C629_RS08240","WP_003856201.1",221,"MULTISPECIES: DNA alkylation repair protein"
"chromosome","NC_021352.1",1744190,1745707,"+",69621986,,"C629_RS08245","WP_011897243.1",505,"MULTISPECIES: SulP family inorganic anion transporter"
"chromosome","NC_021352.1",1745799,1746416,"-",69621987,,"C629_RS08250","WP_003856199.1",205,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1746621,1746812,"-",69621988,,"C629_RS08255","WP_003856198.1",63,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1746816,1747568,"-",69621989,,"C629_RS08260","WP_003856197.1",250,"MULTISPECIES: YceI family protein"
"chromosome","NC_021352.1",1747568,1747915,"-",69623442,,"C629_RS16120","WP_162467698.1",115,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1748109,1748507,"+",69621990,,"C629_RS08270","WP_003856193.1",132,"MULTISPECIES: RNA polymerase-binding protein RbpA"
"chromosome","NC_021352.1",1748857,1749669,"-",69621991,,"C629_RS08275","WP_003856192.1",270,"MULTISPECIES: polyprenol monophosphomannose synthase"
"chromosome","NC_021352.1",1749702,1751339,"-",69621992,"lnt","C629_RS08280","WP_003856191.1",545,"MULTISPECIES: apolipoprotein N-acyltransferase"
"chromosome","NC_021352.1",1751340,1751903,"-",69621993,,"C629_RS08285","WP_003856190.1",187,"MULTISPECIES: FxsA family protein"
"chromosome","NC_021352.1",1752286,1753524,"-",69621994,,"C629_RS08290","WP_230471394.1",412,"MULTISPECIES: lipase family protein"
"chromosome","NC_021352.1",1753632,1754408,"+",69621995,,"C629_RS08295","WP_003856188.1",258,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1754374,1755666,"-",69621996,"cbiE","C629_RS08300","WP_230471395.1",430,"MULTISPECIES: precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE"
"chromosome","NC_021352.1",1756470,1759199,"-",69621997,,"C629_RS08310","WP_003856185.1",909,"MULTISPECIES: AAA family ATPase"
"chromosome","NC_021352.1",1760279,1761019,"-",69621998,,"C629_RS08315","WP_003856184.1",246,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NC_021352.1",1761016,1762155,"-",69621999,,"C629_RS08320","WP_003856183.1",379,"Xaa-Pro peptidase family protein"
"chromosome","NC_021352.1",1762185,1762826,"+",69622000,,"C629_RS08325","WP_003856182.1",213,"MULTISPECIES: S1C family serine protease"
"chromosome","NC_021352.1",1762840,1765629,"-",69622001,,"C629_RS08330","WP_003856181.1",929,"MULTISPECIES: RNA helicase"
"chromosome","NC_021352.1",1765655,1766599,"-",69622002,"tatC","C629_RS08335","WP_003856179.1",314,"MULTISPECIES: twin-arginine translocase subunit TatC"
"chromosome","NC_021352.1",1766793,1767149,"-",69622003,"tatA","C629_RS08340","WP_003856177.1",118,"MULTISPECIES: Sec-independent protein translocase subunit TatA"
"chromosome","NC_021352.1",1767270,1768253,"-",69622004,,"C629_RS08345","WP_003856173.1",327,"MULTISPECIES: YafY family transcriptional regulator"
"chromosome","NC_021352.1",1768256,1769230,"-",69622005,,"C629_RS08350","WP_003856171.1",324,"MULTISPECIES: YafY family transcriptional regulator"
"chromosome","NC_021352.1",1769255,1770667,"-",69622006,"pafA","C629_RS08355","WP_230471490.1",470,"MULTISPECIES: Pup--protein ligase"
"chromosome","NC_021352.1",1770709,1770903,"-",69622007,,"C629_RS08360","WP_003856167.1",64,"MULTISPECIES: ubiquitin-like protein Pup"
"chromosome","NC_021352.1",1771170,1772714,"-",69622008,,"C629_RS08365","WP_003856166.1",514,"MULTISPECIES: depupylase/deamidase Dop"
"chromosome","NC_021352.1",1772715,1774298,"-",69622009,"arc","C629_RS08370","WP_173664574.1",527,"MULTISPECIES: proteasome ATPase"
"chromosome","NC_021352.1",1774331,1775167,"-",69622010,,"C629_RS08375","WP_003856162.1",278,"MULTISPECIES: tRNA (adenine-N1)-methyltransferase"
"chromosome","NC_021352.1",1775213,1776475,"-",69622011,,"C629_RS08380","WP_006285177.1",420,"MULTISPECIES: M18 family aminopeptidase"
"chromosome","NC_021352.1",1776574,1777410,"+",69622012,,"C629_RS08385","WP_003856159.1",278,"MULTISPECIES: RecB family exonuclease"
"chromosome","NC_021352.1",1777624,1777884,"+",69622013,,"C629_RS08390","WP_003856157.1",86,"MULTISPECIES: HigA family addiction module antitoxin"
"chromosome","NC_021352.1",1778037,1779248,"-",69622014,,"C629_RS08395","WP_003856155.1",403,"MULTISPECIES: MFS transporter"
"chromosome","NC_021352.1",1779677,1781257,"-",69622015,"aspA","C629_RS08400","WP_003856153.1",526,"MULTISPECIES: aspartate ammonia-lyase"
"chromosome","NC_021352.1",1781368,1782213,"-",69622016,"hisG","C629_RS08405","WP_003856149.1",281,"MULTISPECIES: ATP phosphoribosyltransferase"
"chromosome","NC_021352.1",1782230,1782502,"-",69622017,,"C629_RS08410","WP_011897259.1",90,"MULTISPECIES: phosphoribosyl-ATP diphosphatase"
"chromosome","NC_021352.1",1782577,1783272,"-",69622018,,"C629_RS08415","WP_003856145.1",231,"MULTISPECIES: HAD family phosphatase"
"chromosome","NC_021352.1",1783338,1787003,"-",69622019,"metH","C629_RS08420","WP_003856143.1",1221,"MULTISPECIES: methionine synthase"
"chromosome","NC_021352.1",1787111,1787683,"+",69622020,,"C629_RS08425","WP_011897262.1",190,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1787706,1788734,"-",69622021,,"C629_RS08430","WP_003856139.1",342,"MULTISPECIES: ArsO family NAD(P)H-dependent flavin-containing monooxygenase"
"chromosome","NC_021352.1",1788731,1789090,"-",69623391,,"C629_RS15715","WP_080639016.1",119,"metalloregulator ArsR/SmtB family transcription factor"
"chromosome","NC_021352.1",1789171,1790283,"+",69622022,"arsB","C629_RS08435","WP_011897264.1",370,"MULTISPECIES: ACR3 family arsenite efflux transporter"
"chromosome","NC_021352.1",1790300,1790722,"+",69622023,,"C629_RS08440","WP_003856134.1",140,"MULTISPECIES: low molecular weight phosphatase family protein"
"chromosome","NC_021352.1",1790798,1791439,"+",69622024,,"C629_RS08445","WP_003856131.1",213,"MULTISPECIES: arsenate reductase ArsC"
"chromosome","NC_021352.1",1791609,1791989,"-",69622025,,"C629_RS08450","WP_003856129.1",126,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1792014,1793276,"-",69622026,"mshC","C629_RS08455","WP_003856128.1",420,"MULTISPECIES: cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase"
"chromosome","NC_021352.1",1793484,1794365,"-",69622027,,"C629_RS08460","WP_003856127.1",293,"MULTISPECIES: undecaprenyl-diphosphate phosphatase"
"chromosome","NC_021352.1",1794421,1795359,"+",69622028,,"C629_RS08465","WP_003856126.1",312,"MULTISPECIES: aldo/keto reductase"
"chromosome","NC_021352.1",1795403,1796422,"+",69622029,,"C629_RS08470","WP_208396105.1",339,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1796434,1797549,"+",69622030,,"C629_RS08475","WP_003856123.1",371,"MULTISPECIES: quinone-dependent dihydroorotate dehydrogenase"
"chromosome","NC_021352.1",1797670,1798023,"-",69622031,,"C629_RS08480","WP_230471396.1",117,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1798488,1798922,"-",69622032,,"C629_RS08485","WP_003856120.1",144,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1798939,1799472,"-",69622033,,"C629_RS08490","WP_003856119.1",177,"MULTISPECIES: YbhB/YbcL family Raf kinase inhibitor-like protein"
"chromosome","NC_021352.1",1799519,1801318,"-",69622034,,"C629_RS08495","WP_003856118.1",599,"MULTISPECIES: ABC transporter ATP-binding protein/permease"
"chromosome","NC_021352.1",1801319,1802929,"-",69622035,,"C629_RS08500","WP_230471397.1",536,"ABC transporter ATP-binding protein/permease"
"chromosome","NC_021352.1",1803500,1803970,"-",69623419,,"C629_RS15970","WP_230479772.1",156,"hypothetical protein"
"chromosome","NC_021352.1",1804561,1805172,"+",69622038,,"C629_RS08520","WP_003856115.1",203,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NC_021352.1",1805474,1806565,"-",69622039,"meaB","C629_RS08525","WP_003856114.1",363,"MULTISPECIES: methylmalonyl Co-A mutase-associated GTPase MeaB"
"chromosome","NC_021352.1",1806558,1808771,"-",69622040,"scpA","C629_RS08530","WP_003856113.1",737,"MULTISPECIES: methylmalonyl-CoA mutase"
"chromosome","NC_021352.1",1808775,1810625,"-",69622041,,"C629_RS08535","WP_003856112.1",616,"MULTISPECIES: methylmalonyl-CoA mutase family protein"
"chromosome","NC_021352.1",1810866,1811630,"+",69622042,,"C629_RS08540","WP_003856111.1",254,"MULTISPECIES: TVP38/TMEM64 family protein"
"chromosome","NC_021352.1",1811725,1812324,"+",69622043,,"C629_RS08545","WP_003856110.1",199,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1812714,1814012,"-",69622044,,"C629_RS08550","WP_003856109.1",432,"MULTISPECIES: SPFH/Band 7/PHB domain protein"
"chromosome","NC_021352.1",1814065,1814493,"-",69622045,,"C629_RS08555","WP_003856108.1",142,"MULTISPECIES: NfeD family protein"
"chromosome","NC_021352.1",1814559,1815404,"-",69622046,,"C629_RS08560","WP_003856107.1",281,"MULTISPECIES: DUF3097 domain-containing protein"
"chromosome","NC_021352.1",1815451,1816236,"+",69622047,,"C629_RS08565","WP_031511831.1",261,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1816233,1817345,"-",69622048,,"C629_RS08570","WP_003856105.1",370,"MULTISPECIES: ferrochelatase"
"chromosome","NC_021352.1",1817419,1819251,"-",69622049,,"C629_RS08575","WP_003856104.1",610,"MULTISPECIES: NlpC/P60 family protein"
"chromosome","NC_021352.1",1819760,1820260,"-",69622050,,"C629_RS08580","WP_003856103.1",166,"hypothetical protein"
"chromosome","NC_021352.1",1820626,1823445,"+",69622051,"can","C629_RS08585","WP_003856102.1",939,"MULTISPECIES: aconitate hydratase"
"chromosome","NC_021352.1",1823633,1824199,"+",69622052,"acnR","C629_RS08590","WP_003856101.1",188,"MULTISPECIES: TetR/AcrR family transcriptional regulator AcnR"
"chromosome","NC_021352.1",1824248,1825006,"+",69622053,,"C629_RS08595","WP_003856100.1",252,"MULTISPECIES: glutamine amidotransferase"
"chromosome","NC_021352.1",1824999,1825664,"-",69622054,,"C629_RS08600","WP_003856099.1",221,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NC_021352.1",1825685,1825939,"-",69622055,,"C629_RS08605","WP_044394473.1",84,"MULTISPECIES: PLDc N-terminal domain-containing protein"
"chromosome","NC_021352.1",1825995,1826264,"+",69622056,,"C629_RS08610","WP_003856097.1",89,"MULTISPECIES: ACT domain-containing protein"
"chromosome","NC_021352.1",1826275,1827663,"+",69622057,,"C629_RS08615","WP_003856096.1",462,"MULTISPECIES: PFL family protein"
"chromosome","NC_021352.1",1827903,1830581,"+",69622058,,"C629_RS08620","WP_003856095.1",892,"MULTISPECIES: cation-transporting P-type ATPase"
"chromosome","NC_021352.1",1830578,1830958,"-",69622059,,"C629_RS08625","WP_230471491.1",126,"MULTISPECIES: DUF1990 family protein"
"chromosome","NC_021352.1",1831696,1832163,"-",69622060,,"C629_RS08630","WP_003856092.1",155,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1832188,1832385,"-",69622061,,"C629_RS08635","WP_003856090.1",65,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1832763,1834394,"-",69622062,,"C629_RS08640","WP_003856088.1",543,"MULTISPECIES: ATP-binding cassette domain-containing protein"
"chromosome","NC_021352.1",1834460,1837219,"-",69622063,,"C629_RS08645","WP_003856086.1",919,"MULTISPECIES: exo-alpha-sialidase"
"chromosome","NC_021352.1",1837421,1838005,"+",69622064,,"C629_RS08650","WP_003856084.1",194,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",1838078,1838491,"-",69622065,,"C629_RS08655","WP_003856083.1",137,"MULTISPECIES: metal-sulfur cluster assembly factor"
"chromosome","NC_021352.1",1838517,1838966,"-",69622066,,"C629_RS08660","WP_003856080.1",149,"MULTISPECIES: SUF system NifU family Fe-S cluster assembly protein"
"chromosome","NC_021352.1",1838966,1840231,"-",69622067,,"C629_RS08665","WP_003856079.1",421,"cysteine desulfurase"
"chromosome","NC_021352.1",1840233,1840991,"-",69622068,"sufC","C629_RS08670","WP_003856078.1",252,"MULTISPECIES: Fe-S cluster assembly ATPase SufC"
"chromosome","NC_021352.1",1841115,1842293,"-",69622069,"sufD","C629_RS08675","WP_003856076.1",392,"MULTISPECIES: Fe-S cluster assembly protein SufD"
"chromosome","NC_021352.1",1842299,1843744,"-",69622070,"sufB","C629_RS08680","WP_003856074.1",481,"MULTISPECIES: Fe-S cluster assembly protein SufB"
"chromosome","NC_021352.1",1843760,1844446,"-",69622071,,"C629_RS08685","WP_003856071.1",228,"MULTISPECIES: transcriptional regulator"
"chromosome","NC_021352.1",1844767,1846542,"+",69622072,"mptB","C629_RS08690","WP_003856069.1",591,"MULTISPECIES: polyprenol phosphomannose-dependent alpha 1,6 mannosyltransferase MptB"
"chromosome","NC_021352.1",1846549,1847571,"+",69622073,,"C629_RS08695","WP_003856066.1",340,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",1847580,1848386,"+",69622074,,"C629_RS08700","WP_003856065.1",268,"MULTISPECIES: ABC transporter permease"
"chromosome","NC_021352.1",1848506,1849546,"+",69622075,,"C629_RS08705","WP_003856064.1",346,"MULTISPECIES: heme A synthase"
"chromosome","NC_021352.1",1849656,1852007,"+",69622076,,"C629_RS08710","WP_003856062.1",783,"MULTISPECIES: DEAD/DEAH box helicase family protein"
"chromosome","NC_021352.1",1852520,1853488,"+",69622077,,"C629_RS08715","WP_003856060.1",322,"MULTISPECIES: quinone oxidoreductase"
"chromosome","NC_021352.1",1853559,1854491,"-",69622078,,"C629_RS08720","WP_034982695.1",310,"MULTISPECIES: heme o synthase"
"chromosome","NC_021352.1",1855344,1857437,"+",69622079,"tkt","C629_RS08725","WP_003856055.1",697,"MULTISPECIES: transketolase"
"chromosome","NC_021352.1",1857617,1858699,"+",69622080,"tal","C629_RS08730","WP_003856053.1",360,"MULTISPECIES: transaldolase"
"chromosome","NC_021352.1",1858804,1860348,"+",69622081,"zwf","C629_RS08735","WP_003856051.1",514,"MULTISPECIES: glucose-6-phosphate dehydrogenase"
"chromosome","NC_021352.1",1860363,1861322,"+",69622082,,"C629_RS08740","WP_003856048.1",319,"MULTISPECIES: glucose-6-phosphate dehydrogenase assembly protein OpcA"
"chromosome","NC_021352.1",1861339,1862046,"+",69622083,"pgl","C629_RS08745","WP_003856044.1",235,"MULTISPECIES: 6-phosphogluconolactonase"
"chromosome","NC_021352.1",1862227,1863369,"-",69622084,"solA","C629_RS08750","WP_003856042.1",380,"MULTISPECIES: N-methyl-L-tryptophan oxidase"
"chromosome","NC_021352.1",1863384,1864532,"-",69622085,,"C629_RS08755","WP_003856040.1",382,"tyramine oxidase subunit B"
"chromosome","NC_021352.1",1864529,1865887,"-",69622086,,"C629_RS08760","WP_003856038.1",452,"MULTISPECIES: ammonium transporter"
"chromosome","NC_021352.1",1866310,1866543,"-",69622087,"secG","C629_RS08765","WP_003856037.1",77,"MULTISPECIES: preprotein translocase subunit SecG"
"chromosome","NC_021352.1",1866648,1869407,"-",69622088,"ppc","C629_RS08770","WP_003856036.1",919,"phosphoenolpyruvate carboxylase"
"chromosome","NC_021352.1",1869564,1870343,"-",69622089,"tpiA","C629_RS08775","WP_003856033.1",259,"MULTISPECIES: triose-phosphate isomerase"
"chromosome","NC_021352.1",1870419,1871636,"-",69622090,"pgk","C629_RS08780","WP_003856031.1",405,"MULTISPECIES: phosphoglycerate kinase"
"chromosome","NC_021352.1",1871853,1872857,"-",69622091,"gap","C629_RS08785","WP_003856030.1",334,"MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase"
"chromosome","NC_021352.1",1873346,1874329,"-",69622092,"whiA","C629_RS08790","WP_003856028.1",327,"MULTISPECIES: DNA-binding protein WhiA"
"chromosome","NC_021352.1",1874339,1875364,"-",69622093,"yvcK","C629_RS08795","WP_003856026.1",341,"MULTISPECIES: uridine diphosphate-N-acetylglucosamine-binding protein YvcK"
"chromosome","NC_021352.1",1875381,1876310,"-",69622094,"rapZ","C629_RS08800","WP_003856023.1",309,"MULTISPECIES: RNase adapter RapZ"
"chromosome","NC_021352.1",1876332,1878422,"-",69622095,"uvrC","C629_RS08805","WP_003856021.1",696,"excinuclease ABC subunit UvrC"
"chromosome","NC_021352.1",1878430,1879011,"-",69622096,,"C629_RS08810","WP_003856020.1",193,"MULTISPECIES: PH domain-containing protein"
"chromosome","NC_021352.1",1879098,1879577,"-",69622097,"ribH","C629_RS08815","WP_003856018.1",159,"MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase"
"chromosome","NC_021352.1",1879589,1880857,"-",69622098,,"C629_RS08820","WP_003856016.1",422,"MULTISPECIES: bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"
"chromosome","NC_021352.1",1880868,1881503,"-",69622099,,"C629_RS08825","WP_003856015.1",211,"MULTISPECIES: riboflavin synthase"
"chromosome","NC_021352.1",1881504,1882490,"-",69622100,"ribD","C629_RS08830","WP_003856012.1",328,"MULTISPECIES: bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD"
"chromosome","NC_021352.1",1882491,1883150,"-",69622101,"rpe","C629_RS08835","WP_003856010.1",219,"MULTISPECIES: ribulose-phosphate 3-epimerase"
"chromosome","NC_021352.1",1883196,1884707,"-",69622102,,"C629_RS08840","WP_003856008.1",503,"MULTISPECIES: MFS transporter"
"chromosome","NC_021352.1",1884704,1885651,"-",69622103,"fmt","C629_RS08845","WP_003856006.1",315,"MULTISPECIES: methionyl-tRNA formyltransferase"
"chromosome","NC_021352.1",1885671,1886180,"-",69622104,"def","C629_RS08850","WP_003856004.1",169,"MULTISPECIES: peptide deformylase"
"chromosome","NC_021352.1",1886289,1888355,"-",69622105,,"C629_RS08855","WP_003856002.1",688,"MULTISPECIES: primosomal protein N\\'"
"chromosome","NC_021352.1",1888382,1889605,"-",69622106,"metK","C629_RS08860","WP_003856000.1",407,"MULTISPECIES: methionine adenosyltransferase"
